Site ID,DBN,Site Name,Site Street Address,Site Zip Code,Address,ECERS Most Recent Assessment Year,ECERS Observation Average Score
XAIF,10X700,BE ABOVE 52,1810 DAVIDSON AVENUE,10453,1810 DAVIDSON AVENUE 10453,FY14,4.9
KCKB,14K700,BUSHWICK UNITED DEVELOPMENT FUND,243 SOUTH 2ND STREET,11211,243 SOUTH 2ND STREET 11211,FY15,4.9
QBAJ,25Q700,COMMUNITY NURSERY SCHOOL COTH,167-07 35TH AVENUE,11358,167-07 35TH AVENUE 11358,FY15,4.9
QAPK,28Q700,CONCERNED PARENTS OF JAMAICA EARLY LEARNING CENTER,143-04 101ST AVENUE,11435,143-04 101ST AVENUE 11435,FY14,4.9
QBJX,26Q700,DIVINE WISDOM CATHOLIC ACADEMY,56-10 214TH STREET,11364,56-10 214TH STREET 11364,FY15,4.9
MAQG,02M700,GRAMERCY SCHOOL,460 WEST 34TH STREET2 FLOOR,10001,460 WEST 34TH STREET2 FLOOR 10001,FY15,4.9
QAMO,24Q700,GREATER RIDGEWOOD,5903 SUMMERFIELD STREET,11385,5903 SUMMERFIELD STREET 11385,FY15,4.9
KBSB,32K700,"HCHC, INC.",1419 BROADWAY,11221,1419 BROADWAY 11221,FY15,4.9
KAJR,20K700,HEARTSHARE HUMAN SERVICES OF NEW YORK,1825 BATH AVENUE,11214,1825 BATH AVENUE 11214,FY13,4.9
KBOS,32K700,JOHN COKER DCC,1375 BUSHWICK AVENUE,11207,1375 BUSHWICK AVENUE 11207,FY14,4.9
XAVJ,12X700,LITTLE SCHOLARS EARLY DEVELOPMENT CENTER,850 JENNINGS STREET,10459,850 JENNINGS STREET 10459,FY14,4.9
MATI,05M700,LSSMNY: EARLY LIFE CHILDREN'S CENTER 12,151-157 W. 136TH STREET,10030,151-157 W. 136TH STREET 10030,FY15,4.9
XALY,09X700,LSSMNY: EARLY LIFE CHILDREN'S CENTER 4,200 WEST TREMONT AVENUE,10453,200 WEST TREMONT AVENUE 10453,FY14,4.9
QARP,28Q700,MYRTLE P. JARMON ECEC,11655 GUY R. BREWER BOULEVARD,11434,11655 GUY R. BREWER BOULEVARD 11434,FY14,4.9
QAUO,26Q700,NOAH'S ARK PROGRESSIVE LEARNING CENTER,3820 BELL BOULEVARD,11361,3820 BELL BOULEVARD 11361,FY14,4.9
K034,14K034,P.S. 034 OLIVER H. PERRY,131 NORMAN AVENUE,11222,131 NORMAN AVENUE 11222,FY13,4.9
Q080,28Q080,P.S. 080 THURGOOD MARSHALL MAGNET,171-05 137 AVENUE,11434,171-05 137 AVENUE 11434,FY15,4.9
Q220,28Q220,P.S. 220 EDWARD MANDEL,62-10 108 STREET,11375,62-10 108 STREET 11375,FY13,4.9
QBAF,25Q700,SAMUEL FIELD YM & YWHA (BAYSIDE),212-00 23RD AVENUE,11360,212-00 23RD AVENUE 11360,FY15,4.9
XADY,11X700,ST LUCY SCHOOL,830 MACE AVE,10467,830 MACE AVE 10467,FY15,4.9
RAGM,31R700,STATEN ISLAND HEAD START,44 DONGAN HILLS AVENUE,10306,44 DONGAN HILLS AVENUE 10306,FY15,4.9
RACT,31R700,STATEN ISLAND MENTAL HEALTH SOCIETY 3,10 KINGSLEY PLACE,10301,10 KINGSLEY PLACE 10301,FY14,4.9
QAHH,25Q700,"STEPPING STONE DAY SCHOOL, INC.",7740 VLEIGH PLACE,11367,7740 VLEIGH PLACE 11367,FY13,4.9
MASJ,03M700,THE CHILDREN'S AID SOCIETY MILBANK EARLY CHILDHOOD PROGRAM,14-32 WEST 118TH STREET,10026,14-32 WEST 118TH STREET 10026,FY14,4.9
QBBU,29Q700,"THE NURTURING CENTER, INC.",112-18 SPRINGFIELD BOULEVARD,11429,112-18 SPRINGFIELD BOULEVARD 11429,FY15,4.9
KBJW,23K700,YWCA-NYC BROWNSVILLE EARLY LEARNING CENTER,1592 EAST NEW YORK AVENUE,11212,1592 EAST NEW YORK AVENUE 11212,FY14,4.9
QBJO,30Q700,AL MADINAH SCHOOL,1824 ASTORIA BLVD.,11102,1824 ASTORIA BLVD. 11102,FY15,5
KBPN,20K700,BETH JACOB DAY CARE CENTER,1363 46TH STREET,11219,1363 46TH STREET 11219,FY14,5
KCJC,17K700,BLUE STAR DAY CARE CENTER,2217 CATON AVENUE,11226,2217 CATON AVENUE 11226,FY15,5
QAPM,28Q700,CHARLES R DREW ELC 3,16515 ARCHER AVENUE,11433,16515 ARCHER AVENUE 11433,FY14,5
MAWZ,05M700,CITIZENS CARE DCC 3,3240 BROADWAY,10027,3240 BROADWAY 10027,FY13,5
QAVF,27Q700,CUOMO FIRST STEP,11515 101ST AVE,11419,11515 101ST AVE 11419,FY14,5
QBHM,26Q700,IMMANUEL GENIUS,253-01 NORTHERN BOULEVARD,11362,253-01 NORTHERN BOULEVARD 11362,FY15,5
QAMB,30Q700,JACKSON HEIGHTS LEARNING CENTER ANNEX,7910 34 AVENUE  SUITE 1X,11372,7910 34 AVENUE  SUITE 1X 11372,FY13,5
QBJV,25Q700,KHWOA BHOA DAY SCHOOL,132-25 POPLE AVE.,11355,132-25 POPLE AVE. 11355,FY15,5
XARR,08X700,"KIDERIFIC NURSERY SCHOOL, INC.",1621 PILGRIM AVENUE,10461,1621 PILGRIM AVENUE 10461,FY15,5
KBLL,13K700,NORTHSIDE CENTER FOR CHILD DEVELOPMENT,44-60 ROCKWELL PLACE,11201,44-60 ROCKWELL PLACE 11201,FY14,5
Q062,27Q062,P. S. 62 - CHESTER PARK SCHOOL,97-25 108 STREET,11419,97-25 108 STREET 11419,FY15,5
Q048,28Q048,P.S. 048 WILLIAM WORDSWORTH,108-29 155 STREET,11433,108-29 155 STREET 11433,FY15,5
Q107,25Q107,P.S. 107 THOMAS A DOOLEY,167-02 45 AVENUE,11358,167-02 45 AVENUE 11358,FY15,5
K156,23K156,P.S. 156 WAVERLY,104 SUTTER AVENUE,11212,104 SUTTER AVENUE 11212,FY15,5
K192,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,4715 18 AVENUE,11204,4715 18 AVENUE 11204,FY13,5
Q239,24Q239,P.S. 239,17-15 WEIRFIELD STREET,11385,17-15 WEIRFIELD STREET 11385,FY13,5
XAMZ,07X700,PHILIP H. MICHAELS CDC,629 COURTLANDT AVENUE,10451,629 COURTLANDT AVENUE 10451,FY14,5
QBHV,27Q700,QUEENS LIBRARY UPK - WOODHAVEN,85-41 FOREST PKWY,11421,85-41 FOREST PKWY 11421,FY15,5
QAUH,25Q700,THE CORNER SCHOOL,15003 BAYSIDE AVENUE,11354,15003 BAYSIDE AVENUE 11354,FY15,5
KCEI,22K700,BAMBI DAY CARE II,2121 BRAGG STREET,11229,2121 BRAGG STREET 11229,FY14,5.1
KBNG,16K700,BEDFORD-STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER,275 MARCUS GARVEY BOULEVARD,11221,275 MARCUS GARVEY BOULEVARD 11221,FY14,5.1
KBRZ,32K700,BUSHWICK UNITED HDFC 3,331 CENTRAL AVENUE,11221,331 CENTRAL AVENUE 11221,FY13,5.1
QBAC,29Q700,CAMBRIA CENTER FOR THE GIFTED CHILD,233-10 LINDEN BOULEVARD,11411,233-10 LINDEN BOULEVARD 11411,FY15,5.1
QARO,27Q700,COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT HEAD START 2,11721 SUTPHIN BOULEVARD,11434,11721 SUTPHIN BOULEVARD 11434,FY14,5.1
QASY,24Q700,GRYC LITTLE STARS @ NOTRE DAME,6281 60TH PLACE,11385,6281 60TH PLACE 11385,FY13,5.1
QBGS,26Q700,IVY LEAGUE EARLY LEARNING ACADEMY,6158 SPRINGFIELD BOULEVARD,11364,6158 SPRINGFIELD BOULEVARD 11364,FY14,5.1
QASH,26Q700,JEWISH INSTITUTE OF QUEENS,64-41 UTOPIA PARKWAY,11365,64-41 UTOPIA PARKWAY 11365,FY15,5.1
KBQB,20K700,"LONG XING DAY CARE CENTER, INC.","762 59TH STREET, 2/F & 3/F",11220,"762 59TH STREET, 2/F & 3/F 11220",FY13,5.1
QBHQ,25Q700,OHR OSHER AND YAFFA 75,75-21 MAIN ST,11367,75-21 MAIN ST 11367,FY15,5.1
Q078,30Q078,P.S. 078,48-09 CENTER BOULEVARD,11109,48-09 CENTER BOULEVARD 11109,FY15,5.1
Q104,27Q104,P.S. 104 THE BAYS WATER,26-01 MOTT AVENUE,11691,26-01 MOTT AVENUE 11691,FY15,5.1
Q154,25Q154,P.S. 154 QUEENS,75-02 162 STREET,11366,75-02 162 STREET 11366,FY15,5.1
Q160,28Q160,P.S. 160 WALTER FRANCIS BISHOP,109-59 INWOOD STREET,11435,109-59 INWOOD STREET 11435,FY13,5.1
M189,06M189,P.S. 189,2580 AMSTERDAM AVENUE,10040,2580 AMSTERDAM AVENUE 10040,FY13,5.1
K346,19K346,P.S. 346 ABE STARK,1400 PENNSYLVANIA AVENUE,11239,1400 PENNSYLVANIA AVENUE 11239,FY15,5.1
QALA,25Q700,RAINBOW CHILD DEV CENTER,13320 AVERY AVENUE,11355,13320 AVERY AVENUE 11355,FY13,5.1
XAPH,10X700,ROUND THE CLOCK NURSERY,2380 MARION AVENUE,10458,2380 MARION AVENUE 10458,FY13,5.1
XAPK,10X700,THE SALVATION ARMY TREMONT,2121 WASHINGTON AVENUE,10457,2121 WASHINGTON AVENUE 10457,FY13,5.1
KBZU,16K700,BEDFORD STUYVESANT ECDC 510,510 QUINCY STREET,11221,510 QUINCY STREET 11221,FY14,5.2
KASC,16K700,BREVOORT CHILDREN'S CENTER,250 RALPH AVENUE,11233,250 RALPH AVENUE 11233,FY15,5.2
QAWO,28Q700,ICCD,98-02 62ND DRIVE,11374,98-02 62ND DRIVE 11374,FY15,5.2
KBEB,32K700,NEW LIFE CHILD DEVELOPMENT CENTER 4,1307 GREENE AVENUE,11237,1307 GREENE AVENUE 11237,FY15,5.2
Q091,24Q091,P.S. 091 RICHARD ARKWRIGHT,68-10 CENTRAL AVE,11385,68-10 CENTRAL AVE 11385,FY14,5.2
QAYV,30Q700,RAINBOWLAND NURSERY SCHOOL,3311 77TH STREET,11372,3311 77TH STREET 11372,FY13,5.2
KBKB,15K700,STRONG PLACE FOR HOPE DAY CARE CENTER - ATLANTIC,460 ATLANTIC AVENUE,11217,460 ATLANTIC AVENUE 11217,FY14,5.2
KBJE,17K700,BE ABOVE 37,570 CROWN STREET,11213,570 CROWN STREET 11213,FY14,5.3
QBIE,24Q700,CPC CORONA QUEENS UPK,47-05 104TH ST,11368,47-05 104TH ST 11368,FY15,5.3
XAIM,09X700,HIGHBRIDGE ADVISORY COUNCIL EARLY CHILDHOOD CENTER #3,1399 OGDEN AVENUE,10452,1399 OGDEN AVENUE 10452,FY15,5.3
QBHN,26Q700,LEADING KIDS PRESCHOOL,44-07 LITTLE NECK PKWY,11363,44-07 LITTLE NECK PKWY 11363,FY15,5.3
QBIB,28Q700,LEARNING LADDER CENTER,125-19 101 AVENUE,11419,125-19 101 AVENUE 11419,FY15,5.3
KBWG,21K700,LIFE- CONEY ISLAND,2757 WEST 33RD STREET,11224,2757 WEST 33RD STREET 11224,FY14,5.3
QBBN,24Q700,NOAH'S ARK PROGRESSIVE LEARNING CENTER,6248 MT. OLIVET CRESCENT,11379,6248 MT. OLIVET CRESCENT 11379,FY15,5.3
K109,22K109,P.S. 109,1001 EAST 45 STREET,11203,1001 EAST 45 STREET 11203,FY15,5.3
K130,15K130,P.S. 130 THE PARKSIDE,70 OCEAN PARKWAY,11218,70 OCEAN PARKWAY 11218,FY13,5.3
Q176,29Q176,P.S. 176 CAMBRIA HEIGHTS,120-45 235 STREET,11411,120-45 235 STREET 11411,FY15,5.3
Q203,26Q203,P.S. 203 OAKLAND GARDENS,53-11 SPRINGFIELD BOULEVARD,11364,53-11 SPRINGFIELD BOULEVARD 11364,FY13,5.3
QAGU,27Q700,SAINT THOMAS THE APOSTLE SCHOOL,8749 87TH STREET,11421,8749 87TH STREET 11421,FY15,5.3
RABM,31R700,ST CHARLES SCHOOL,200 PENN AVE,10306,200 PENN AVE 10306,FY15,5.3
RAGD,31R700,YELED V' YALDA / SILVER LAKE HEAD START II,20 PARK HILL CIRCLE,10304,20 PARK HILL CIRCLE 10304,FY15,5.3
KAOA,20K700,YESHIVA HEADSTART 40TH STREET,1402 40TH STREET,11218,1402 40TH STREET 11218,FY15,5.3
QAIR,25Q700,YESHIVA TIFERETH MOSHE DAY CARE,8306 ABINGDON ROAD,11415,8306 ABINGDON ROAD 11415,FY15,5.3
Q290,24Q290,A.C.E. ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,70-02 54 AVENUE,11378,70-02 54 AVENUE 11378,FY15,5.4
QARQ,26Q700,ALL MY CHILDREN,83-10 188 STREET,11423,83-10 188 STREET 11423,FY14,5.4
XAKX,07X700,ANNA LEFKOWITZ DCC,690 WESTCHESTER AVENUE,10455,690 WESTCHESTER AVENUE 10455,FY14,5.4
QBIH,24Q700,MI NUEVO MUNDO,100-09 39 AVENUE,11368,100-09 39 AVENUE 11368,FY15,5.4
KBOA,13K700,OUR CHILDREN'S CENTER,300 JAY STREET ROOM G309,11201,300 JAY STREET ROOM G309 11201,FY15,5.4
Q088,24Q088,P.S. 088 SENECA,60-85 CATALPA AVENUE,11385,60-85 CATALPA AVENUE 11385,FY15,5.4
Q136,29Q136,P.S. 136 ROY WILKINS,201-15 115 AVENUE,11412,201-15 115 AVENUE 11412,FY15,5.4
Q207,27Q207,P.S. 207 ROCKWOOD PARK,159-15 88 STREET,11414,159-15 88 STREET 11414,FY14,5.4
QASG,25Q700,POSITIVE BEGINNINGS II,71-25 MAIN STREET,11367,71-25 MAIN STREET 11367,FY14,5.4
QBGU,24Q700,POSITIVE BEGINNINGS PRESCHOOL,72-52 METROPOLITAN AVE,11379,72-52 METROPOLITAN AVE 11379,FY14,5.4
QBIZ,25Q700,PRESCHOOL R US II,59-25 KISSENA BOULEVARD,11354,59-25 KISSENA BOULEVARD 11354,FY15,5.4
QAHG,29Q700,STEPPING STONE PRE &GRADE SCHOOL,11428 FRANCIS LEWIS BOULEVARD,11412,11428 FRANCIS LEWIS BOULEVARD 11412,FY15,5.4
QBJD,24Q700,THE SALVATION ARMY - THE RIDGEWOOD CITADEL COMMUNITY CENTER,69-23 CYPRESS HILLS STREET,11385,69-23 CYPRESS HILLS STREET 11385,FY15,5.4
QAJX,26Q700,YMCA OF GREATER NEW YORK - CROSS ISLAND,238-10 HILLSIDE AVENUE,11426,238-10 HILLSIDE AVENUE 11426,FY14,5.4
RADL,31R700,BUSY BEACH DAY CARE INC.,777 SEAVIEW AVENUE BUILDING 11,10305,777 SEAVIEW AVENUE BUILDING 11 10305,FY15,5.5
QAUN,26Q700,JACK & JILL II,6805 FRESH MEADOW LANE,11365,6805 FRESH MEADOW LANE 11365,FY15,5.5
QAKT,24Q700,MI NUEVO MUNDO,100-05 39TH AVENUE,11368,100-05 39TH AVENUE 11368,FY13,5.5
K011,13K011,P.S. 011 PURVIS J. BEHAN,419 WAVERLY AVENUE,11238,419 WAVERLY AVENUE 11238,FY13,5.5
QBGO,30Q700,SUNNYSIDE COMMUNITY SERVICES,43-31 39TH STREET SUNNYSIDE,11104,43-31 39TH STREET SUNNYSIDE 11104,FY14,5.5
KBQQ,22K700,BAMBI DAY CARE III,2114 BROWN STREET,11229,2114 BROWN STREET 11229,FY13,5.6
QAMS,30Q700,KID KRAZY,2519 27 STREET,11102,2519 27 STREET 11102,FY13,5.6
Q111,30Q111,P.S. 111 JACOB BLACKWELL,37-15 13 STREET,11101,37-15 13 STREET 11101,FY15,5.6
Q117,28Q117,P.S. 117 J. KELD / BRIARWOOD SCHOOL,85-15 143 STREET,11435,85-15 143 STREET 11435,FY15,5.6
K123,32K123,P.S. 123 SUYDAM,100 IRVING AVENUE,11237,100 IRVING AVENUE 11237,FY14,5.6
KAOV,21K700,YESHIVA OHR SHRAGA,1102 AVENUE L,11230,1102 AVENUE L 11230,FY14,5.6
XAFK,12X700,PHIPPS NEIGHBORHOODS DALY AVENUE EARLY CHILDHOOD EDUCATION CENTER,921 EAST 180 STREET,10460,921 EAST 180 STREET 10460,FY13,5.7
XATD,10X700,BRONX COMMUNITY COLLEGE EARLY CHILDHOOD CENTER,2010 SEDGWICK,10468,2010 SEDGWICK 10468,FY14,5.8
QBGR,30Q700,MI NUEVO MUNDO,5102 31ST AVENUE,11377,5102 31ST AVENUE 11377,FY14,5.8
Q164,25Q164,P.S. 164 QUEENS VALLEY,138-01 77 AVENUE,11367,138-01 77 AVENUE 11367,FY15,5.8
QAEG,30Q700,GRACE LUTHERAN SCHOOL,3120 21ST AVENUE,11105,3120 21ST AVENUE 11105,FY14,5.9
